assignment_id,worker_id,task_id,supervisor_id,skill,priority,status
A1572,W1319,T1787,S108,Java,Critical,On Hold
A1573,W1924,T225,S129,DevOps,High,On Hold
A1574,W1788,T679,S116,Project Management,Low,On Hold
A1575,W1063,T131,S128,DevOps,Low,In Progress
A1576,W1139,T1878,S104,Project Management,Medium,In Progress
A1577,W1157,T472,S120,Python,Low,Completed
A1578,W1826,T269,S168,Python,Medium,In Progress
A1579,W1049,T988,S112,Project Management,Medium,Completed
A1580,W1207,T506,S104,C++,Medium,On Hold
A1581,W1128,T89,S111,DevOps,Medium,Pending
A1582,W1817,T415,S199,Project Management,High,In Progress
A1583,W1080,T491,S194,Cybersecurity,Critical,Pending
A1584,W1684,T110,S188,Python,High,Completed
A1585,W1595,T1546,S191,Data Analysis,Critical,In Progress
A1586,W1342,T1757,S170,Data Analysis,Medium,Completed
A1587,W1396,T1460,S132,Java,Critical,Completed
A1588,W1486,T910,S169,Java,Low,Completed
A1589,W1323,T1082,S105,UI/UX,High,Completed
A1590,W1971,T368,S165,Project Management,Critical,In Progress
A1591,W1324,T1225,S133,Cybersecurity,Critical,Completed
A1592,W1989,T1430,S113,UI/UX,Critical,Pending
A1593,W1332,T883,S129,Project Management,Low,In Progress
A1594,W1077,T1118,S106,Data Analysis,Low,In Progress
A1595,W1932,T1276,S180,Python,Critical,In Progress
A1596,W1470,T421,S170,DevOps,Low,Pending
A1597,W1049,T1410,S192,DevOps,Low,On Hold
A1598,W1076,T68,S152,Java,Low,On Hold
A1599,W1071,T1643,S143,Java,High,In Progress
A1600,W1655,T1738,S183,DevOps,Critical,Pending
A1601,W1250,T1489,S138,Python,Critical,Completed
A1602,W1326,T1216,S143,Project Management,Critical,Completed
A1603,W1755,T1719,S105,C++,High,In Progress
A1604,W1618,T415,S182,Python,Medium,In Progress
A1605,W1375,T540,S141,UI/UX,Low,Pending
A1606,W1356,T684,S172,Data Analysis,High,In Progress
A1607,W1499,T860,S115,Cybersecurity,High,In Progress
A1608,W1649,T1927,S141,UI/UX,Critical,On Hold
A1609,W1338,T313,S192,Python,High,Completed
A1610,W1713,T1148,S123,Project Management,Medium,In Progress
A1611,W1948,T855,S157,Project Management,High,In Progress
A1612,W1712,T1663,S190,Data Analysis,Low,On Hold
A1613,W1512,T1686,S132,C++,Medium,On Hold
A1614,W1626,T51,S183,C++,Critical,Completed
A1615,W1000,T1308,S199,Project Management,Critical,Completed
A1616,W1183,T625,S153,Data Analysis,High,Completed
A1617,W1604,T1915,S184,Python,Medium,Pending
A1618,W1472,T540,S180,UI/UX,Medium,In Progress
A1619,W1313,T28,S152,C++,Low,Completed
A1620,W1702,T508,S101,C++,High,On Hold
A1621,W1277,T625,S168,Project Management,High,On Hold
A1622,W1574,T489,S137,Cybersecurity,Low,Pending
A1623,W1078,T843,S151,Project Management,Medium,Completed
A1624,W1497,T1768,S117,UI/UX,Low,Completed
A1625,W1392,T1476,S193,DevOps,Critical,On Hold
A1626,W1372,T1036,S155,Java,Low,On Hold
A1627,W1628,T1646,S151,DevOps,Low,Completed
A1628,W1238,T275,S184,Java,Critical,Completed
A1629,W1563,T753,S104,Cybersecurity,High,In Progress
A1630,W1668,T823,S135,DevOps,Low,On Hold
A1631,W1882,T395,S177,Java,Low,Pending
A1632,W1130,T400,S143,Project Management,High,In Progress
A1633,W1973,T549,S193,C++,Medium,On Hold
A1634,W1554,T933,S148,Python,Critical,On Hold
A1635,W1228,T676,S175,C++,Critical,Pending
A1636,W1817,T1755,S107,Python,High,Completed
A1637,W1974,T98,S101,Project Management,Medium,In Progress
A1638,W1155,T947,S198,Project Management,Medium,On Hold
A1639,W1014,T1774,S143,Java,Medium,Completed
A1640,W1120,T545,S157,UI/UX,Critical,In Progress
A1641,W1714,T1720,S165,DevOps,Medium,Completed
A1642,W1170,T328,S159,C++,Low,On Hold
A1643,W1359,T1665,S100,C++,Low,Completed
A1644,W1138,T534,S163,Data Analysis,Low,Completed
A1645,W1887,T214,S173,Data Analysis,High,Completed
A1646,W1678,T1659,S155,Cybersecurity,Medium,Completed
A1647,W1842,T320,S168,Cybersecurity,Medium,On Hold
A1648,W1395,T232,S181,UI/UX,High,Completed
A1649,W1533,T447,S107,UI/UX,High,Pending
A1650,W1879,T1930,S115,Project Management,High,On Hold
A1651,W1981,T760,S165,Python,Critical,In Progress
A1652,W1583,T448,S130,Data Analysis,Critical,Completed
A1653,W1130,T265,S126,UI/UX,High,In Progress
A1654,W1769,T1377,S174,Data Analysis,Critical,Completed
A1655,W1376,T1089,S126,Python,Low,In Progress
A1656,W1157,T1656,S198,DevOps,High,In Progress
A1657,W1202,T1342,S103,C++,Medium,In Progress
A1658,W1599,T1381,S152,Python,Medium,On Hold
A1659,W1862,T624,S149,Java,Low,Completed
A1660,W1380,T1896,S118,Project Management,High,On Hold
A1661,W1686,T524,S188,Project Management,Low,Pending
A1662,W1830,T812,S133,C++,Medium,Pending
A1663,W1370,T1808,S145,Data Analysis,Medium,Completed
A1664,W1182,T1276,S159,UI/UX,Medium,Pending
A1665,W1192,T1212,S120,Python,Critical,Completed
A1666,W1113,T111,S103,Project Management,Low,Completed
A1667,W1535,T1497,S105,UI/UX,Critical,Completed
A1668,W1591,T1337,S150,DevOps,Critical,In Progress
A1669,W1089,T1466,S179,UI/UX,Medium,In Progress
A1670,W1256,T490,S163,Project Management,Critical,On Hold
A1671,W1298,T1267,S156,Java,Medium,Pending
A1672,W1017,T676,S184,Data Analysis,Critical,Completed
A1673,W1094,T1971,S163,Python,Medium,In Progress
A1674,W1802,T1217,S173,DevOps,Critical,Completed
A1675,W1135,T188,S104,DevOps,High,Completed
A1676,W1151,T75,S159,Python,High,In Progress
A1677,W1852,T1379,S192,Project Management,Low,In Progress
A1678,W1199,T1832,S169,C++,Medium,On Hold
A1679,W1271,T696,S176,Cybersecurity,Low,Completed
A1680,W1842,T1378,S156,Data Analysis,High,On Hold
A1681,W1876,T1659,S170,Cybersecurity,Low,Pending
A1682,W1870,T479,S176,Data Analysis,Medium,Pending
A1683,W1404,T1267,S102,Java,High,Completed
A1684,W1865,T1806,S184,UI/UX,Critical,On Hold
A1685,W1558,T323,S121,UI/UX,High,Pending
A1686,W1754,T1004,S181,C++,Medium,In Progress
A1687,W1846,T1453,S133,UI/UX,Medium,On Hold
A1688,W1846,T1427,S199,DevOps,High,In Progress
A1689,W1740,T290,S120,Python,Low,Completed
A1690,W1167,T597,S182,UI/UX,Medium,Pending
A1691,W1818,T1547,S199,UI/UX,High,On Hold
A1692,W1528,T1946,S124,C++,Critical,Pending
A1693,W1018,T1719,S138,Project Management,Medium,In Progress
A1694,W1581,T1410,S103,Project Management,Critical,On Hold
A1695,W1667,T495,S129,C++,Low,On Hold
A1696,W1586,T925,S114,C++,Critical,On Hold
A1697,W1604,T650,S191,Cybersecurity,Low,On Hold
A1698,W1031,T737,S193,Data Analysis,Medium,On Hold
A1699,W1415,T1700,S154,Cybersecurity,Critical,In Progress
A1700,W1413,T723,S121,Python,High,Completed
A1701,W1582,T221,S194,Project Management,Low,Completed
A1702,W1174,T517,S149,Java,High,In Progress
A1703,W1071,T614,S172,Cybersecurity,High,Pending
A1704,W1982,T128,S120,Java,Critical,In Progress
A1705,W1568,T1030,S184,UI/UX,Medium,On Hold
A1706,W1450,T1778,S126,UI/UX,Medium,On Hold
A1707,W1319,T887,S116,Java,High,In Progress
A1708,W1976,T1203,S115,Python,High,In Progress
A1709,W1057,T886,S154,Cybersecurity,Medium,Completed
A1710,W1076,T1843,S128,UI/UX,Low,Completed
A1711,W1437,T1257,S192,Data Analysis,Critical,Completed
A1712,W1504,T1018,S109,Data Analysis,High,On Hold
A1713,W1865,T1610,S140,Data Analysis,Critical,On Hold
A1714,W1589,T332,S182,Java,Low,On Hold
A1715,W1454,T875,S198,Cybersecurity,Medium,In Progress
A1716,W1058,T1457,S166,UI/UX,High,Pending
A1717,W1066,T1209,S198,UI/UX,Critical,On Hold
A1718,W1895,T1677,S102,Python,Critical,Completed
A1719,W1779,T585,S183,Python,Low,Completed
A1720,W1826,T709,S105,C++,Low,In Progress
A1721,W1176,T623,S170,Python,Medium,In Progress
A1722,W1061,T22,S152,Python,Medium,Pending
A1723,W1043,T765,S120,Cybersecurity,Low,In Progress
A1724,W1108,T222,S183,Java,Medium,On Hold
A1725,W1695,T620,S159,Python,Low,Completed
A1726,W1549,T1968,S169,Cybersecurity,Medium,In Progress
A1727,W1102,T1935,S136,Project Management,Low,Pending
A1728,W1300,T17,S178,C++,High,In Progress
A1729,W1127,T1960,S187,DevOps,Low,On Hold
A1730,W1318,T120,S181,DevOps,Medium,Completed
A1731,W1658,T1799,S135,Project Management,Medium,On Hold
A1732,W1157,T424,S106,UI/UX,Critical,On Hold
A1733,W1971,T1780,S123,Data Analysis,Medium,In Progress
A1734,W1565,T98,S172,UI/UX,Low,Completed
A1735,W1595,T791,S157,C++,Critical,In Progress
A1736,W1657,T66,S106,UI/UX,Medium,In Progress
A1737,W1048,T1750,S191,Data Analysis,High,Completed
A1738,W1862,T883,S115,Java,Low,On Hold
A1739,W1853,T1456,S177,Java,High,In Progress
A1740,W1510,T1070,S197,C++,Medium,On Hold
A1741,W1028,T435,S114,Python,Critical,On Hold
A1742,W1329,T1819,S167,Project Management,Critical,In Progress
A1743,W1726,T908,S186,Project Management,Medium,Completed
A1744,W1414,T1411,S155,Project Management,Critical,In Progress
A1745,W1663,T149,S155,DevOps,Low,Pending
A1746,W1385,T1803,S149,C++,High,On Hold
A1747,W1442,T344,S195,Project Management,Medium,Pending
A1748,W1760,T259,S132,Project Management,Medium,On Hold
A1749,W1850,T1984,S140,Cybersecurity,Low,Completed
A1750,W1336,T238,S122,Python,Medium,Completed
A1751,W1403,T1460,S178,Data Analysis,High,On Hold
A1752,W1819,T88,S178,UI/UX,Critical,Completed
A1753,W1268,T708,S182,UI/UX,High,Completed
A1754,W1781,T1518,S158,Java,Low,Pending
A1755,W1073,T1550,S143,C++,Low,In Progress
A1756,W1828,T14,S180,Project Management,Low,On Hold
A1757,W1016,T1011,S143,Java,Critical,Pending
A1758,W1191,T444,S139,Project Management,Low,On Hold
A1759,W1090,T824,S142,C++,Low,In Progress
A1760,W1175,T1422,S120,C++,High,Completed
A1761,W1786,T832,S105,C++,Critical,Pending
A1762,W1004,T1026,S109,Java,Critical,In Progress
A1763,W1810,T1419,S140,C++,High,On Hold
A1764,W1666,T1233,S190,Data Analysis,High,In Progress
A1765,W1611,T1476,S140,UI/UX,Medium,In Progress
A1766,W1643,T642,S139,Project Management,High,On Hold
A1767,W1460,T52,S188,Python,Low,Completed
A1768,W1216,T70,S121,Python,High,In Progress
A1769,W1597,T341,S127,Python,Medium,Completed
A1770,W1014,T995,S148,UI/UX,Low,Pending
A1771,W1775,T1929,S132,DevOps,Medium,In Progress
A1772,W1165,T1103,S113,DevOps,Critical,On Hold
A1773,W1978,T1882,S168,Project Management,High,Completed
A1774,W1481,T1284,S167,C++,Low,Completed
A1775,W1658,T1580,S110,C++,Low,On Hold
A1776,W1861,T1797,S113,Cybersecurity,Critical,On Hold
A1777,W1577,T1761,S128,Cybersecurity,High,Pending
A1778,W1297,T1368,S161,UI/UX,Critical,Completed
A1779,W1712,T1958,S182,Java,Medium,Completed
A1780,W1636,T1440,S107,C++,Low,Completed
A1781,W1706,T597,S110,UI/UX,Critical,Pending
A1782,W1195,T1850,S186,UI/UX,Critical,On Hold
A1783,W1115,T1616,S166,Cybersecurity,Medium,On Hold
A1784,W1419,T1213,S119,Data Analysis,Medium,On Hold
A1785,W1711,T1641,S152,Cybersecurity,Low,Pending
A1786,W1114,T225,S152,C++,Medium,Completed
A1787,W1987,T455,S196,Java,Low,Completed
A1788,W1222,T972,S163,Python,Critical,In Progress
A1789,W1643,T996,S136,Data Analysis,Low,Completed
A1790,W1920,T1478,S172,Project Management,High,On Hold
A1791,W1024,T1449,S146,Project Management,Critical,Pending
A1792,W1372,T1616,S120,C++,High,On Hold
A1793,W1166,T905,S118,Python,Medium,Completed
A1794,W1305,T1223,S137,C++,Medium,On Hold
A1795,W1699,T881,S197,Cybersecurity,Medium,In Progress
A1796,W1747,T743,S166,UI/UX,Medium,Pending
A1797,W1165,T131,S198,Cybersecurity,High,In Progress
A1798,W1613,T963,S141,Cybersecurity,Medium,In Progress
A1799,W1129,T174,S180,Java,High,In Progress
A1800,W1695,T657,S160,UI/UX,High,On Hold
A1801,W1637,T1470,S117,UI/UX,Medium,Pending
A1802,W1032,T1185,S174,Cybersecurity,Medium,On Hold
A1803,W1531,T151,S115,C++,Low,In Progress
A1804,W1879,T346,S160,Cybersecurity,Critical,Completed
A1805,W1070,T138,S162,UI/UX,Critical,Completed
A1806,W1540,T116,S177,Cybersecurity,Critical,Completed
A1807,W1579,T269,S196,Python,Low,On Hold
A1808,W1942,T828,S187,UI/UX,Medium,Pending
A1809,W1308,T1590,S137,Project Management,Critical,In Progress
A1810,W1562,T1446,S142,C++,Low,Completed
A1811,W1051,T126,S147,Java,Critical,On Hold
A1812,W1115,T987,S104,Java,High,Completed
A1813,W1274,T1444,S187,C++,Low,On Hold
A1814,W1516,T1567,S183,Data Analysis,Critical,Pending
A1815,W1308,T1628,S110,C++,Low,On Hold
A1816,W1588,T845,S130,Python,Medium,Pending
A1817,W1773,T948,S169,Java,Critical,Pending
A1818,W1589,T1705,S117,Data Analysis,High,In Progress
A1819,W1490,T281,S176,Data Analysis,Critical,Pending
A1820,W1423,T796,S106,Data Analysis,Critical,On Hold
A1821,W1596,T1030,S126,Cybersecurity,High,Pending
A1822,W1233,T718,S122,DevOps,Critical,Completed
A1823,W1148,T1164,S189,Cybersecurity,Low,On Hold
A1824,W1878,T447,S114,Cybersecurity,Critical,On Hold
A1825,W1732,T1390,S153,Project Management,Medium,Pending
A1826,W1285,T1163,S151,Project Management,Critical,Pending
A1827,W1093,T1076,S173,C++,Low,On Hold
A1828,W1149,T1511,S106,C++,Critical,On Hold
A1829,W1685,T1926,S169,Python,Medium,On Hold
A1830,W1602,T225,S152,Data Analysis,Medium,Completed
A1831,W1726,T91,S132,Data Analysis,High,On Hold
A1832,W1658,T140,S102,Python,Critical,In Progress
A1833,W1316,T1054,S151,Data Analysis,Critical,Completed
A1834,W1460,T1202,S163,Data Analysis,Critical,In Progress
A1835,W1380,T255,S107,Python,High,Pending
A1836,W1365,T1713,S177,UI/UX,High,Pending
A1837,W1516,T1584,S111,DevOps,Medium,On Hold
A1838,W1186,T275,S146,Data Analysis,Critical,Completed
A1839,W1870,T196,S191,Cybersecurity,Critical,In Progress
A1840,W1614,T1283,S187,Cybersecurity,Medium,In Progress
A1841,W1946,T1296,S197,DevOps,Low,Completed
A1842,W1385,T881,S155,DevOps,High,Completed
A1843,W1130,T1261,S102,Java,High,Pending
A1844,W1048,T1465,S196,Project Management,Medium,Completed
A1845,W1308,T1973,S154,DevOps,High,Completed
A1846,W1989,T687,S192,Java,Low,Completed
A1847,W1103,T1857,S158,Python,Medium,In Progress
A1848,W1446,T1790,S159,C++,Low,Completed
A1849,W1480,T1718,S189,Project Management,Critical,In Progress
A1850,W1290,T558,S145,C++,Low,On Hold
A1851,W1499,T317,S183,DevOps,Low,Completed
A1852,W1200,T1623,S110,Java,Medium,In Progress
A1853,W1390,T246,S178,Java,Medium,Completed
A1854,W1874,T630,S171,Java,Low,On Hold
A1855,W1006,T460,S162,C++,Medium,Completed
A1856,W1569,T407,S199,Cybersecurity,Critical,On Hold
A1857,W1892,T492,S182,Cybersecurity,High,Pending
A1858,W1511,T26,S133,Python,High,On Hold
A1859,W1183,T1595,S152,Cybersecurity,Critical,Completed
A1860,W1943,T1915,S118,Data Analysis,Medium,On Hold
A1861,W1176,T1217,S137,Data Analysis,Low,Completed
A1862,W1820,T1355,S136,Project Management,Critical,Pending
A1863,W1139,T1906,S151,Cybersecurity,High,On Hold
A1864,W1164,T1577,S152,UI/UX,Critical,In Progress
A1865,W1698,T1755,S103,DevOps,Low,Completed
A1866,W1042,T652,S172,Project Management,Low,Completed
A1867,W1490,T1431,S168,C++,Medium,Pending
A1868,W1160,T1003,S110,C++,Low,Completed
A1869,W1340,T1432,S170,DevOps,Critical,Pending
A1870,W1125,T1182,S102,Python,Low,On Hold
A1871,W1666,T391,S198,Java,Low,In Progress
A1872,W1122,T1416,S155,Data Analysis,High,Pending
A1873,W1396,T1846,S160,Data Analysis,Low,On Hold
A1874,W1455,T709,S102,DevOps,Critical,Completed
A1875,W1164,T1088,S139,UI/UX,Low,Pending
A1876,W1146,T1345,S117,Java,Critical,Completed
A1877,W1652,T187,S131,DevOps,High,On Hold
A1878,W1240,T1261,S142,Python,High,Pending
A1879,W1391,T1660,S131,Python,Low,Completed
A1880,W1579,T1288,S162,Python,Low,On Hold
A1881,W1251,T260,S133,Data Analysis,Low,In Progress
A1882,W1447,T145,S115,Python,Medium,On Hold
A1883,W1384,T1612,S181,Cybersecurity,High,Completed
A1884,W1811,T290,S109,Python,Medium,On Hold
A1885,W1718,T1235,S145,Project Management,Medium,In Progress
A1886,W1918,T1522,S111,Cybersecurity,High,Pending
A1887,W1281,T1828,S142,DevOps,Critical,On Hold
A1888,W1618,T1536,S164,DevOps,Medium,On Hold
A1889,W1356,T109,S169,C++,Low,On Hold
A1890,W1685,T1974,S163,Python,Low,Pending
A1891,W1402,T715,S136,UI/UX,Critical,In Progress
A1892,W1089,T139,S162,Python,Medium,Completed
A1893,W1556,T1681,S117,UI/UX,Low,On Hold
A1894,W1326,T1974,S194,Data Analysis,Critical,Completed
A1895,W1424,T290,S194,Cybersecurity,Critical,On Hold
A1896,W1900,T761,S190,Data Analysis,High,Completed
A1897,W1076,T419,S134,Java,High,In Progress
A1898,W1973,T1511,S127,C++,Medium,In Progress
A1899,W1112,T1912,S184,DevOps,Critical,On Hold
A1900,W1417,T152,S171,Project Management,Critical,On Hold
A1901,W1653,T925,S122,UI/UX,High,On Hold
A1902,W1072,T1392,S134,Data Analysis,Low,Completed
A1903,W1559,T1466,S137,C++,Critical,In Progress
A1904,W1885,T42,S181,Python,Medium,In Progress
A1905,W1047,T1507,S185,DevOps,Medium,Completed
A1906,W1664,T1808,S104,Cybersecurity,High,Completed
A1907,W1264,T926,S173,Python,High,On Hold
A1908,W1299,T1244,S139,Python,Critical,In Progress
A1909,W1047,T828,S144,Cybersecurity,Medium,On Hold
A1910,W1651,T95,S141,Cybersecurity,Low,Completed
A1911,W1619,T520,S174,C++,Medium,Completed
A1912,W1935,T1791,S105,DevOps,Low,Pending
A1913,W1623,T90,S118,Project Management,Critical,On Hold
A1914,W1540,T982,S155,DevOps,Medium,Completed
A1915,W1016,T301,S158,Java,Critical,In Progress
A1916,W1513,T999,S189,Java,Critical,Completed
A1917,W1284,T589,S108,Data Analysis,Low,Pending
A1918,W1566,T1847,S163,Python,High,On Hold
A1919,W1406,T948,S165,C++,Critical,In Progress
A1920,W1985,T1030,S171,Project Management,Medium,Pending
A1921,W1415,T1476,S160,Cybersecurity,Medium,Pending
A1922,W1588,T1129,S197,Project Management,High,In Progress
A1923,W1667,T1469,S138,DevOps,Low,In Progress
A1924,W1164,T1510,S172,Project Management,Critical,In Progress
A1925,W1750,T508,S126,C++,Low,On Hold
A1926,W1676,T38,S137,Project Management,Medium,In Progress
A1927,W1237,T1804,S132,DevOps,High,In Progress
A1928,W1248,T1572,S146,Java,High,Completed
A1929,W1515,T762,S186,Project Management,Critical,Pending
A1930,W1769,T1389,S163,Cybersecurity,High,In Progress
A1931,W1429,T1491,S166,C++,High,In Progress
A1932,W1375,T622,S144,Java,Low,On Hold
A1933,W1449,T760,S118,UI/UX,Critical,Pending
A1934,W1384,T218,S187,UI/UX,Medium,Completed
A1935,W1352,T1995,S189,C++,Low,On Hold
A1936,W1918,T198,S199,DevOps,Medium,Pending
A1937,W1442,T571,S177,C++,High,On Hold
A1938,W1467,T248,S131,DevOps,Medium,In Progress
A1939,W1553,T69,S166,Java,Critical,Completed
A1940,W1702,T1668,S154,Data Analysis,Medium,Completed
A1941,W1049,T1617,S149,C++,High,In Progress
A1942,W1019,T1104,S133,Python,Medium,Completed
A1943,W1534,T1167,S196,UI/UX,Critical,Completed
A1944,W1446,T318,S172,Data Analysis,High,On Hold
A1945,W1327,T196,S177,DevOps,High,On Hold
A1946,W1883,T1052,S143,Cybersecurity,High,Pending
A1947,W1952,T519,S196,Project Management,Medium,On Hold
A1948,W1993,T413,S145,Python,High,On Hold
A1949,W1103,T1993,S159,Project Management,High,In Progress
A1950,W1072,T770,S109,Python,Critical,Pending
A1951,W1151,T395,S126,Python,Critical,Completed
A1952,W1817,T245,S139,Project Management,Medium,On Hold
A1953,W1172,T844,S172,UI/UX,High,In Progress
A1954,W1378,T1678,S151,UI/UX,Medium,On Hold
A1955,W1530,T733,S163,Project Management,High,On Hold
A1956,W1239,T1651,S189,Data Analysis,Medium,In Progress
A1957,W1862,T1064,S164,UI/UX,Critical,In Progress
A1958,W1040,T192,S180,Data Analysis,Critical,On Hold
A1959,W1360,T1101,S183,Project Management,Critical,On Hold
A1960,W1846,T167,S121,Java,Medium,In Progress
A1961,W1846,T1442,S106,DevOps,Medium,On Hold
A1962,W1892,T1416,S132,Python,High,In Progress
A1963,W1680,T357,S156,C++,High,Pending
A1964,W1557,T338,S178,Python,High,In Progress
A1965,W1480,T464,S192,Data Analysis,Low,Pending
A1966,W1686,T941,S154,C++,High,In Progress
A1967,W1922,T1168,S180,C++,Low,Completed
A1968,W1828,T180,S149,Data Analysis,Medium,In Progress
A1969,W1050,T1110,S159,Python,Critical,In Progress
A1970,W1410,T120,S140,Project Management,Critical,In Progress
A1971,W1786,T257,S157,Cybersecurity,Critical,On Hold
A1972,W1053,T1835,S193,UI/UX,Critical,Pending
A1973,W1167,T165,S140,Project Management,Critical,In Progress
A1974,W1939,T1074,S186,Python,Critical,Pending
A1975,W1293,T1046,S102,DevOps,Low,On Hold
A1976,W1180,T1414,S194,Data Analysis,Medium,In Progress
A1977,W1445,T1883,S105,Data Analysis,Critical,On Hold
A1978,W1291,T1483,S117,Java,Medium,Pending
A1979,W1615,T1783,S166,Cybersecurity,High,Completed
A1980,W1836,T1102,S189,Data Analysis,Medium,Pending
A1981,W1523,T1296,S193,DevOps,Medium,Pending
A1982,W1515,T1348,S199,Cybersecurity,Critical,Completed
A1983,W1426,T223,S167,Data Analysis,Critical,Completed
A1984,W1822,T1787,S109,Data Analysis,Medium,On Hold
A1985,W1872,T25,S158,Data Analysis,Critical,On Hold
A1986,W1827,T1183,S126,Project Management,High,In Progress
A1987,W1354,T562,S198,UI/UX,High,Pending
A1988,W1109,T56,S166,Project Management,Critical,Pending
A1989,W1970,T840,S194,Data Analysis,Low,Pending
A1990,W1415,T621,S185,Project Management,Low,Completed
A1991,W1871,T21,S129,Project Management,Low,Pending
A1992,W1718,T1290,S157,UI/UX,Low,On Hold
A1993,W1615,T913,S177,C++,Critical,Completed
A1994,W1855,T1943,S125,Cybersecurity,High,Pending
A1995,W1104,T1229,S101,Python,Low,On Hold
A1996,W1133,T344,S166,Java,Low,In Progress
A1997,W1349,T778,S103,Java,High,Completed
A1998,W1848,T705,S143,DevOps,Low,Pending
A1999,W1908,T1557,S114,Project Management,High,On Hold
A2000,W1430,T1904,S188,DevOps,Low,In Progress
